timestamp,service,cpu_percent,memory_percent,disk_percent,active_connections,request_rate_per_min,error_rate_percent,p99_latency_ms
2026-03-01 01:15:00,notification-service,13.4,48.8,41.2,122,67,1.16,237
2026-03-01 01:15:00,auth-service,14.6,57.3,49.8,116,139,0.4,251
2026-03-01 01:15:00,search-service,28.9,59.1,55.9,79,475,0.33,283
2026-03-01 01:20:00,api-gateway,38.9,44.5,64.2,96,461,0.23,296
2026-03-01 01:20:00,order-service,12.6,52.6,46.8,183,420,1.35,151
2026-03-01 01:20:00,payment-service,43.9,54.1,51.0,111,57,0.53,81
2026-03-01 01:20:00,inventory-service,25.9,50.2,60.2,159,245,1.64,290
2026-03-01 01:20:00,notification-service,23.0,50.2,54.1,168,337,0.66,206
2026-03-01 01:20:00,auth-service,17.7,31.9,64.7,189,204,1.3,79
2026-03-01 01:20:00,search-service,14.9,58.4,49.1,136,109,0.19,277
2026-03-01 01:25:00,api-gateway,28.8,41.7,51.1,200,406,1.89,157
2026-03-01 01:25:00,order-service,30.6,51.8,66.6,177,100,1.67,207
2026-03-01 01:25:00,payment-service,24.3,58.5,41.0,104,161,0.89,293
2026-03-01 01:25:00,inventory-service,18.3,40.9,69.4,104,328,1.8,215
2026-03-01 01:25:00,notification-service,22.6,41.9,45.7,41,484,1.65,73
2026-03-01 01:25:00,auth-service,33.2,49.3,57.9,15,75,1.57,112
2026-03-01 01:25:00,search-service,44.6,53.6,46.2,151,156,1.17,258
2026-03-01 01:30:00,api-gateway,40.4,39.9,44.4,162,51,0.55,87
2026-03-01 01:30:00,order-service,44.6,46.2,64.0,38,388,1.73,83
2026-03-01 01:30:00,payment-service,10.5,53.7,47.1,92,58,0.35,63
2026-03-01 01:30:00,inventory-service,14.4,42.6,43.4,26,293,0.9,142
2026-03-01 01:30:00,notification-service,28.0,33.3,55.1,167,72,1.45,282
2026-03-01 01:30:00,auth-service,40.3,45.6,53.7,17,81,2.0,266
2026-03-01 01:30:00,search-service,24.1,50.6,54.7,123,87,1.8,132
2026-03-01 01:35:00,api-gateway,31.3,32.0,48.3,172,349,1.1,133
2026-03-01 01:35:00,order-service,23.3,47.9,48.8,139,359,0.86,253
2026-03-01 01:35:00,payment-service,34.6,55.6,59.5,151,419,1.73,160
2026-03-01 01:35:00,inventory-service,25.8,36.9,50.2,126,254,0.83,74
2026-03-01 01:35:00,notification-service,20.9,39.4,47.6,49,401,1.85,67
2026-03-01 01:35:00,auth-service,13.2,32.6,53.0,200,428,0.75,83
2026-03-01 01:35:00,search-service,29.5,47.6,56.8,94,393,0.24,140
2026-03-01 01:40:00,api-gateway,40.6,58.2,52.7,194,76,1.94,203
2026-03-01 01:40:00,order-service,20.9,33.1,55.2,49,386,0.96,266
2026-03-01 01:40:00,payment-service,13.8,55.4,51.0,81,343,0.45,159
2026-03-01 01:40:00,inventory-service,39.6,59.2,64.6,167,395,1.29,56
2026-03-01 01:40:00,notification-service,31.3,49.7,60.8,17,142,0.55,245
2026-03-01 01:40:00,auth-service,20.8,40.2,40.2,46,339,1.31,67
2026-03-01 01:40:00,search-service,15.0,49.0,40.9,145,160,0.75,166
2026-03-01 01:45:00,api-gateway,21.9,41.1,61.6,155,355,0.17,63
2026-03-01 01:45:00,order-service,15.4,52.6,41.5,30,189,0.89,158
2026-03-01 01:45:00,payment-service,27.0,43.3,48.2,141,108,0.69,78
2026-03-01 01:45:00,inventory-service,19.9,50.4,54.6,180,207,0.09,151
2026-03-01 01:45:00,notification-service,44.5,31.6,46.1,64,442,0.27,115
2026-03-01 01:45:00,auth-service,20.1,33.6,54.9,120,139,0.26,186
2026-03-01 01:45:00,search-service,34.6,45.0,65.0,100,86,0.79,239
2026-03-01 01:50:00,api-gateway,11.5,30.6,67.6,90,344,0.86,153
2026-03-01 01:50:00,order-service,34.8,42.5,43.5,15,216,0.34,292
2026-03-01 01:50:00,payment-service,31.6,55.0,67.6,32,273,1.69,112
2026-03-01 01:50:00,inventory-service,25.2,42.0,42.4,89,431,0.68,135
2026-03-01 01:50:00,notification-service,37.3,32.3,59.0,145,311,0.39,248
2026-03-01 01:50:00,auth-service,22.2,51.8,64.6,47,170,0.21,115
2026-03-01 01:50:00,search-service,16.9,48.1,62.8,177,88,0.35,247
2026-03-01 01:55:00,api-gateway,32.0,43.9,56.9,158,279,1.36,275
2026-03-01 01:55:00,order-service,29.8,49.1,58.7,170,211,0.3,67
2026-03-01 01:55:00,payment-service,26.4,48.9,63.9,161,78,0.7,68
2026-03-01 01:55:00,inventory-service,20.9,43.6,41.7,83,89,1.29,300
2026-03-01 01:55:00,notification-service,39.9,48.5,55.2,128,347,1.11,252
2026-03-01 01:55:00,auth-service,35.9,31.2,67.3,156,383,0.38,204
2026-03-01 01:55:00,search-service,26.6,34.5,41.9,36,465,1.8,137
2026-03-01 02:00:00,api-gateway,44.4,32.5,59.4,20,176,1.42,162
2026-03-01 02:00:00,order-service,28.3,48.3,50.9,82,248,0.82,136
2026-03-01 02:00:00,payment-service,67.0,31.6,58.9,186,83,4.76,192
2026-03-01 02:00:00,inventory-service,39.8,58.9,58.1,48,220,0.16,219
2026-03-01 02:00:00,notification-service,14.9,40.5,69.0,188,389,0.78,202
2026-03-01 02:00:00,auth-service,34.8,32.5,56.8,174,455,0.66,82
2026-03-01 02:00:00,search-service,33.5,54.9,62.2,185,319,0.19,221
2026-03-01 02:05:00,api-gateway,24.8,40.9,50.9,56,159,0.68,246
2026-03-01 02:05:00,order-service,27.0,36.8,44.1,29,201,1.69,75
2026-03-01 02:05:00,payment-service,69.2,46.2,62.2,166,69,7.18,274
2026-03-01 02:05:00,inventory-service,15.4,35.4,60.8,169,464,1.81,234
2026-03-01 02:05:00,notification-service,25.3,42.3,60.3,70,277,1.22,242
2026-03-01 02:05:00,auth-service,36.2,43.5,56.0,89,464,1.57,281
2026-03-01 02:05:00,search-service,39.2,41.0,68.4,122,286,1.54,249
2026-03-01 02:10:00,api-gateway,23.4,45.8,69.0,61,460,1.21,273
2026-03-01 02:10:00,order-service,18.8,49.2,66.2,151,102,1.42,182
2026-03-01 02:10:00,payment-service,70.8,38.6,62.9,161,280,9.62,87
2026-03-01 02:10:00,inventory-service,17.8,43.5,50.5,16,262,0.11,178
2026-03-01 02:10:00,notification-service,23.1,41.6,42.4,67,64,0.64,75
2026-03-01 02:10:00,auth-service,39.4,49.5,63.7,45,69,0.57,262
2026-03-01 02:10:00,search-service,26.5,54.9,62.8,130,279,1.23,281
2026-03-01 02:15:00,api-gateway,12.8,37.7,65.0,150,422,1.22,158
2026-03-01 02:15:00,order-service,13.9,38.6,49.0,22,172,0.84,253
2026-03-01 02:15:00,payment-service,62.9,31.9,65.1,180,355,8.03,211
2026-03-01 02:15:00,inventory-service,20.2,30.0,50.6,156,263,0.37,221
2026-03-01 02:15:00,notification-service,13.0,59.2,42.0,144,328,1.01,179
2026-03-01 02:15:00,auth-service,29.4,41.7,54.1,172,248,1.96,114
2026-03-01 02:15:00,search-service,36.2,40.7,42.0,71,425,1.31,76
2026-03-01 02:20:00,api-gateway,37.0,52.1,50.0,21,230,1.09,258
2026-03-01 02:20:00,order-service,32.5,54.9,60.5,188,295,1.26,257
2026-03-01 02:20:00,payment-service,55.0,51.5,68.3,155,200,5.21,252
2026-03-01 02:20:00,inventory-service,20.9,41.9,64.5,131,179,0.07,215
2026-03-01 02:20:00,notification-service,16.7,40.7,63.4,177,219,0.55,254
2026-03-01 02:20:00,auth-service,22.9,56.7,62.3,108,223,1.95,177
2026-03-01 02:20:00,search-service,34.2,41.0,63.9,78,460,0.17,158
2026-03-01 02:25:00,api-gateway,12.8,48.1,64.7,149,200,0.64,70
2026-03-01 02:25:00,order-service,21.5,38.9,53.4,193,268,0.33,163
2026-03-01 02:25:00,payment-service,66.0,31.3,66.1,157,364,3.53,120
2026-03-01 02:25:00,inventory-service,32.3,40.9,64.0,183,131,1.91,86
2026-03-01 02:25:00,notification-service,39.7,50.3,53.1,42,84,0.47,215
2026-03-01 02:25:00,auth-service,22.8,41.5,57.0,164,128,1.36,292
2026-03-01 02:25:00,search-service,23.0,43.3,42.3,45,321,0.73,130
2026-03-01 02:30:00,api-gateway,32.7,37.5,43.4,198,145,1.0,149
2026-03-01 02:30:00,order-service,42.0,33.5,63.2,190,278,0.43,206
2026-03-01 02:30:00,payment-service,54.3,57.5,54.7,206,119,9.98,165
2026-03-01 02:30:00,inventory-service,38.4,59.0,69.6,180,227,1.42,190
2026-03-01 02:30:00,notification-service,29.0,56.7,65.5,192,413,1.85,213
2026-03-01 02:30:00,auth-service,16.1,40.8,46.7,61,455,0.28,252
2026-03-01 02:30:00,search-service,27.3,40.8,57.2,129,461,1.97,83
2026-03-01 02:35:00,api-gateway,31.4,32.6,49.3,193,418,0.96,155
2026-03-01 02:35:00,order-service,36.9,54.7,42.2,91,378,0.15,169
2026-03-01 02:35:00,payment-service,74.2,40.3,66.3,205,377,6.52,246
2026-03-01 02:35:00,inventory-service,40.4,54.9,55.5,87,134,0.32,289
2026-03-01 02:35:00,notification-service,34.8,40.4,68.2,82,483,0.16,100
2026-03-01 02:35:00,auth-service,32.2,46.5,43.8,87,364,1.07,178
2026-03-01 02:35:00,search-service,32.4,47.8,57.4,53,387,1.25,280
2026-03-01 02:40:00,api-gateway,31.2,55.3,56.9,17,91,0.09,214
2026-03-01 02:40:00,order-service,37.0,37.9,46.3,156,263,1.24,57
2026-03-01 02:40:00,payment-service,67.1,48.8,48.7,188,297,6.17,256
2026-03-01 02:40:00,inventory-service,34.1,34.7,52.5,128,154,0.68,86
2026-03-01 02:40:00,notification-service,20.9,51.6,62.0,98,254,0.26,144
2026-03-01 02:40:00,auth-service,28.0,33.2,47.3,41,186,0.9,86
2026-03-01 02:40:00,search-service,13.4,38.7,51.5,167,264,0.5,271
2026-03-01 02:45:00,api-gateway,41.6,54.4,68.0,194,210,0.38,90
2026-03-01 02:45:00,order-service,27.4,45.4,55.0,88,304,0.05,291
2026-03-01 02:45:00,payment-service,62.4,43.7,47.2,210,230,5.0,122
2026-03-01 02:45:00,inventory-service,10.3,33.2,44.0,77,422,0.73,153
2026-03-01 02:45:00,notification-service,22.8,42.0,57.1,59,235,1.11,68
2026-03-01 02:45:00,auth-service,23.5,43.5,56.5,169,398,1.22,82
2026-03-01 02:45:00,search-service,44.1,41.8,63.8,96,335,1.88,243
2026-03-01 02:50:00,api-gateway,15.0,48.1,52.0,20,73,0.08,232
2026-03-01 02:50:00,order-service,21.7,44.2,53.7,165,313,0.28,288
2026-03-01 02:50:00,payment-service,62.7,34.9,69.7,215,481,6.73,136
2026-03-01 02:50:00,inventory-service,34.8,39.0,64.5,104,219,1.35,300
2026-03-01 02:50:00,notification-service,24.6,39.2,67.0,186,372,0.05,171
2026-03-01 02:50:00,auth-service,19.3,49.7,69.2,158,345,0.46,63
2026-03-01 02:50:00,search-service,30.4,35.1,58.9,168,446,1.68,87
2026-03-01 02:55:00,api-gateway,38.8,37.3,57.2,189,106,0.38,162
2026-03-01 02:55:00,order-service,21.0,34.5,60.7,115,306,1.55,285
2026-03-01 02:55:00,payment-service,58.1,55.5,61.8,211,120,6.68,193
2026-03-01 02:55:00,inventory-service,21.0,35.2,67.4,97,329,0.71,247
2026-03-01 02:55:00,notification-service,40.4,50.4,64.1,77,362,0.97,295
2026-03-01 02:55:00,auth-service,18.6,46.7,46.7,86,444,0.58,103
2026-03-01 02:55:00,search-service,34.2,44.7,54.4,153,457,1.44,123
2026-03-01 03:00:00,api-gateway,14.3,50.3,51.4,111,469,0.69,247
2026-03-01 03:00:00,order-service,38.2,38.7,48.6,192,90,0.69,163
2026-03-01 03:00:00,payment-service,56.8,52.4,46.4,163,188,7.31,228
2026-03-01 03:00:00,inventory-service,30.5,37.3,60.1,145,165,1.28,63
2026-03-01 03:00:00,notification-service,13.5,39.9,54.2,184,444,0.27,296
2026-03-01 03:00:00,auth-service,29.3,57.9,52.2,131,294,1.3,243
2026-03-01 03:00:00,search-service,43.7,39.6,59.4,32,383,1.15,186
2026-03-01 03:05:00,api-gateway,35.9,55.5,41.1,54,263,1.76,95
2026-03-01 03:05:00,order-service,42.7,31.1,65.1,136,145,1.87,296
2026-03-01 03:05:00,payment-service,74.6,38.7,41.1,186,340,6.18,287
2026-03-01 03:05:00,inventory-service,32.4,45.7,66.7,44,485,1.01,119
2026-03-01 03:05:00,notification-service,16.7,33.4,44.9,127,381,0.51,97
2026-03-01 03:05:00,auth-service,10.5,40.1,48.9,182,437,0.39,206
2026-03-01 03:05:00,search-service,40.0,56.9,64.8,141,217,0.17,221
2026-03-01 03:10:00,api-gateway,13.3,59.5,54.3,73,53,0.52,110
2026-03-01 03:10:00,order-service,25.6,38.0,49.9,159,420,1.15,116
2026-03-01 03:10:00,payment-service,67.2,50.8,41.9,189,288,7.83,153
2026-03-01 03:10:00,inventory-service,32.4,58.2,51.0,66,162,1.91,172
2026-03-01 03:10:00,notification-service,15.4,52.4,58.2,116,409,1.1,170
2026-03-01 03:10:00,auth-service,36.5,54.1,64.8,73,398,1.51,273
2026-03-01 03:10:00,search-service,37.6,45.8,55.8,102,89,1.83,78
2026-03-01 03:15:00,api-gateway,12.2,46.4,55.2,156,324,0.3,133
2026-03-01 03:15:00,order-service,39.9,43.3,60.4,193,348,0.98,280
2026-03-01 03:15:00,payment-service,64.0,54.3,53.6,189,262,8.06,64
2026-03-01 03:15:00,inventory-service,23.9,54.5,62.4,158,87,0.09,138
2026-03-01 03:15:00,notification-service,34.5,46.2,41.8,27,291,0.06,154
2026-03-01 03:15:00,auth-service,16.3,34.1,59.2,196,380,1.93,145
2026-03-01 03:15:00,search-service,44.7,41.5,66.1,106,242,0.16,296
2026-03-01 03:20:00,api-gateway,33.2,46.2,59.6,99,110,0.36,187
2026-03-01 03:20:00,order-service,23.8,33.8,69.4,10,437,0.05,126
2026-03-01 03:20:00,payment-service,58.7,51.6,52.7,185,471,4.32,167
2026-03-01 03:20:00,inventory-service,40.6,53.0,41.0,179,264,1.23,289
2026-03-01 03:20:00,notification-service,40.9,30.5,46.2,35,354,0.07,203
2026-03-01 03:20:00,auth-service,33.5,56.2,47.3,21,255,0.88,188
2026-03-01 03:20:00,search-service,17.6,55.9,41.7,138,198,0.47,284
2026-03-01 03:25:00,api-gateway,35.6,39.6,57.9,182,469,0.64,127
2026-03-01 03:25:00,order-service,40.7,59.6,55.6,115,203,0.55,192
2026-03-01 03:25:00,payment-service,51.2,56.4,67.3,194,397,9.59,176
2026-03-01 03:25:00,inventory-service,33.5,53.6,49.6,116,259,0.3,146
2026-03-01 03:25:00,notification-service,16.4,46.1,47.2,67,203,1.72,86
2026-03-01 03:25:00,auth-service,38.2,57.4,56.9,116,335,1.06,149
2026-03-01 03:25:00,search-service,18.5,36.1,59.4,125,483,0.74,187
2026-03-01 03:30:00,api-gateway,35.4,35.7,48.1,182,359,1.21,273
2026-03-01 03:30:00,order-service,12.5,54.1,57.6,181,336,0.43,103
2026-03-01 03:30:00,payment-service,68.5,40.0,68.7,211,158,9.4,296
2026-03-01 03:30:00,inventory-service,34.3,51.1,51.9,71,332,0.64,122
2026-03-01 03:30:00,notification-service,23.3,46.0,50.8,76,234,1.03,177
2026-03-01 03:30:00,auth-service,26.3,54.1,61.7,91,154,0.74,155
2026-03-01 03:30:00,search-service,11.6,55.9,62.2,14,183,1.11,199
2026-03-01 03:35:00,api-gateway,30.3,42.5,44.6,94,167,0.76,263
2026-03-01 03:35:00,order-service,18.6,46.5,68.3,96,181,1.53,175
2026-03-01 03:35:00,payment-service,53.5,49.3,54.7,219,425,6.42,93
2026-03-01 03:35:00,inventory-service,42.1,46.3,59.3,25,318,0.07,266
2026-03-01 03:35:00,notification-service,12.6,54.5,41.5,11,261,0.27,211
2026-03-01 03:35:00,auth-service,18.1,51.2,40.3,139,283,0.75,208
2026-03-01 03:35:00,search-service,32.3,58.0,67.4,178,299,0.03,186
2026-03-01 03:40:00,api-gateway,29.3,30.4,55.9,80,324,1.95,54
2026-03-01 03:40:00,order-service,27.6,50.9,52.9,55,104,1.84,184
2026-03-01 03:40:00,payment-service,59.3,35.8,55.8,201,186,6.21,70
2026-03-01 03:40:00,inventory-service,18.5,50.9,49.0,30,384,1.98,216
2026-03-01 03:40:00,notification-service,36.6,32.8,51.4,151,293,0.11,52
2026-03-01 03:40:00,auth-service,34.6,32.5,65.4,175,451,0.66,300
2026-03-01 03:40:00,search-service,40.0,32.9,55.8,20,167,0.42,272
2026-03-01 03:45:00,api-gateway,34.2,47.0,48.1,29,400,1.85,280
2026-03-01 03:45:00,order-service,29.0,49.7,45.4,90,58,1.92,200
2026-03-01 03:45:00,payment-service,64.2,54.6,64.6,199,203,7.74,111
2026-03-01 03:45:00,inventory-service,28.9,41.5,62.2,186,420,0.16,240
2026-03-01 03:45:00,notification-service,44.1,31.6,53.1,29,224,1.21,207
2026-03-01 03:45:00,auth-service,43.4,41.9,63.2,17,374,0.55,165
2026-03-01 03:45:00,search-service,27.2,40.7,68.2,120,145,1.36,219
2026-03-01 03:50:00,api-gateway,23.3,53.2,48.9,73,415,0.15,118
2026-03-01 03:50:00,order-service,15.4,51.4,59.0,199,249,0.63,77
2026-03-01 03:50:00,payment-service,60.8,58.3,53.3,215,102,5.86,97
2026-03-01 03:50:00,inventory-service,10.9,40.6,42.8,163,451,0.65,148
2026-03-01 03:50:00,notification-service,10.4,42.4,63.4,195,336,1.81,300
2026-03-01 03:50:00,auth-service,18.5,45.6,60.6,53,121,0.54,118
2026-03-01 03:50:00,search-service,27.3,31.9,53.0,117,203,0.97,69
2026-03-01 03:55:00,api-gateway,22.6,58.3,61.6,136,354,1.23,167
2026-03-01 03:55:00,order-service,13.7,39.1,68.5,95,480,1.24,255
2026-03-01 03:55:00,payment-service,65.1,43.2,52.9,175,354,6.35,132
2026-03-01 03:55:00,inventory-service,16.2,41.9,49.6,198,405,1.27,297
2026-03-01 03:55:00,notification-service,30.2,37.3,51.3,110,236,0.23,194
2026-03-01 03:55:00,auth-service,17.0,59.9,45.4,150,63,1.91,168
2026-03-01 03:55:00,search-service,43.0,36.3,63.9,187,85,1.64,253
2026-03-01 04:00:00,api-gateway,37.8,50.2,44.2,87,173,0.51,89
2026-03-01 04:00:00,order-service,35.0,53.7,42.2,163,295,1.16,186
2026-03-01 04:00:00,payment-service,27.7,57.6,60.8,149,68,1.58,142
2026-03-01 04:00:00,inventory-service,34.6,54.4,57.8,31,105,1.54,218
2026-03-01 04:00:00,notification-service,33.3,35.0,58.4,154,380,1.35,152
2026-03-01 04:00:00,auth-service,43.8,39.9,63.9,37,55,0.2,106
2026-03-01 04:00:00,search-service,27.9,45.6,57.4,157,163,0.89,150
2026-03-01 04:05:00,api-gateway,26.2,50.4,60.7,48,226,2.0,173
2026-03-01 04:05:00,order-service,13.7,42.5,68.9,39,475,1.88,86
2026-03-01 04:05:00,payment-service,22.2,40.3,63.5,143,297,0.7,74
2026-03-01 04:05:00,inventory-service,25.3,50.9,49.6,86,72,1.62,79
